,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
8708,Maruti,Swift Dzire,11,59117.0,Dealer,Petrol,Manual,17.5,1298,85.8,5,3.0,8.56
8710,Ford,Ecosport,8,60000.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,4.3,11.535
8711,Hyundai,Verna,2,9915.0,Dealer,Diesel,Automatic,22.0,1582,126.2,5,15.9,15.61
8712,Hyundai,Verna,8,48265.0,Dealer,Petrol,Automatic,17.01,1591,121.4,5,4.15,12.85
8714,Hyundai,i20,2,23700.0,Individual,Petrol,Manual,18.6,1197,81.86,5,5.5,10.35
8715,Hyundai,Elantra,6,59000.0,Dealer,Petrol,Manual,16.3,1797,147.4,5,6.99,23.04
8716,Maruti,Vitara,5,40000.0,Individual,Diesel,Manual,24.3,1248,88.5,5,7.0,10.815
8717,Datsun,GO,5,15000.0,Individual,Petrol,Manual,20.63,1198,67.0,5,3.2,6.05
8718,Maruti,Swift Dzire,10,70000.0,Individual,Petrol,Manual,17.5,1197,85.8,5,3.0,8.39
8721,Ford,Ecosport,8,71000.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,4.75,11.718629283489095
8722,Maruti,Swift,4,30000.0,Individual,Petrol,Manual,22.0,1197,81.8,5,4.6,7.52
8723,Maruti,Swift,1,15000.0,Individual,Diesel,Manual,28.4,1248,74.0,5,7.0,7.746715686274511
8724,Hyundai,i20,4,11000.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,7.4,10.35
8725,Hyundai,Santro,11,60200.0,Individual,LPG,Manual,17.8,1086,63.0,5,1.5,6.399390243902439
8726,Maruti,Alto,7,80000.0,Individual,Petrol,Manual,22.74,796,47.3,5,2.1,3.81
8727,Maruti,Swift Dzire,3,70000.0,Individual,Diesel,Manual,28.4,1248,74.02,5,6.9,8.329472891566265
8728,Tata,Tiago,3,30000.0,Individual,Petrol,Manual,23.84,1199,84.0,5,4.0,6.64
8729,Honda,City,8,8989.0,Dealer,Petrol,Manual,16.8,1497,116.3,5,5.25,15.192078825347759
8730,Hyundai,Grand,3,35000.0,Individual,Diesel,Manual,24.0,1186,73.97,5,5.5,7.071195054945055
8731,Maruti,Swift Dzire,1,45000.0,Individual,CNG,Manual,26.55,1197,81.8,5,5.5,7.18
8732,Volkswagen,Polo,4,10000.0,Individual,Petrol,Manual,16.2,1199,74.0,5,5.0,8.65
8733,Maruti,Alto,5,13000.0,Individual,Petrol,Manual,22.74,796,47.3,5,2.5,3.92
8734,Hyundai,i10,9,26099.0,Dealer,Petrol,Manual,19.81,1086,68.05,5,2.39,7.138266666666667
8735,Ford,Ecosport,5,55000.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,7.5,11.8
8736,Hyundai,i20,7,43000.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,4.5,10.4
8737,Hyundai,i20,6,87000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,4.75,10.35
8738,Honda,City,5,31975.0,Dealer,Petrol,Manual,17.8,1497,117.3,5,5.39,14.275
8739,Ford,Ecosport,4,40000.0,Individual,Diesel,Manual,22.77,1498,98.59,5,8.88,11.53
8740,Mahindra,KUV,4,100000.0,Individual,Diesel,Manual,25.32,1198,77.0,5,4.5,7.8038333333333325
8741,Maruti,Alto,4,11000.0,Dealer,Petrol,Manual,24.7,796,47.3,5,2.85,3.92
8742,Mahindra,Bolero,10,160000.0,Individual,Diesel,Manual,13.6,2523,63.0,7,3.5,9.595
8743,Maruti,Wagon R,12,36259.0,Dealer,Petrol,Manual,18.9,998,67.1,5,1.29,6.03
8744,Hyundai,i10,10,30000.0,Individual,Petrol,Automatic,16.95,1197,78.9,5,2.25,7.138266666666667
8745,Hyundai,Grand,5,36000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,3.79,6.93
8746,Maruti,Celerio,4,4000.0,Individual,Petrol,Automatic,23.1,998,67.04,5,4.78,5.895
8747,Hyundai,Grand,8,40000.0,Individual,Diesel,Manual,24.0,1120,70.0,5,3.5,7.071195054945055
8748,Hyundai,Verna,12,25000.0,Individual,Petrol,Manual,13.9,1599,103.2,5,1.4,14.583057553956834
8749,Maruti,Vitara,2,25000.0,Individual,Diesel,Manual,24.3,1248,88.5,5,8.0,10.815
8750,Maruti,Swift,7,67067.0,Dealer,Diesel,Manual,28.4,1248,74.0,5,4.25,7.746715686274511
8751,Maruti,Swift,5,90000.0,Individual,Diesel,Manual,25.2,1248,74.0,5,4.5,7.746715686274511
8752,Tata,Safari,3,30000.0,Individual,Diesel,Manual,14.1,2179,153.86,7,11.0,18.13
8753,Renault,Duster,8,61000.0,Individual,Diesel,Manual,19.01,1461,108.45,5,5.0,14.16888888888889
8754,Honda,Jazz,4,78000.0,Dealer,Diesel,Manual,27.3,1498,98.6,5,6.35,10.077314814814814
8755,Maruti,Wagon R,10,78000.0,Dealer,CNG,Manual,26.2,998,58.2,5,2.1,6.19
8756,Maruti,Swift Dzire,2,9900.0,Individual,Diesel,Manual,28.4,1248,74.02,5,7.5,8.329472891566265
8757,Volkswagen,Vento,8,55000.0,Dealer,Petrol,Manual,15.04,1598,103.6,5,3.35,12.39
8758,Maruti,Wagon R,6,32000.0,Dealer,Petrol,Manual,18.9,998,67.1,5,3.5,6.03
8759,Hyundai,Creta,3,85000.0,Individual,Diesel,Manual,19.67,1582,126.2,5,11.5,16.03
8760,Volkswagen,Vento,5,28000.0,Dealer,Diesel,Automatic,22.15,1498,108.6,5,5.65,13.294659090909091
8761,Honda,City,10,40833.0,Dealer,Petrol,Automatic,16.8,1497,118.0,5,3.75,14.275
8762,Renault,Duster,8,70000.0,Individual,Diesel,Manual,19.01,1461,108.45,5,4.0,14.16888888888889
8763,Mahindra,Bolero,3,22000.0,Individual,Diesel,Manual,15.96,2523,62.1,7,7.8,9.595
8764,Hyundai,Santro,8,40000.0,Individual,Petrol,Manual,17.92,1086,62.1,5,2.4,6.399390243902439
8765,Mahindra,Scorpio,11,49000.0,Dealer,Diesel,Manual,12.05,2179,120.0,7,3.99,16.975
8766,Mahindra,Bolero,5,80000.0,Individual,Diesel,Manual,16.5,1493,70.0,7,6.5,9.77591503267974
8767,Maruti,Alto,4,18000.0,Individual,Petrol,Manual,24.7,796,47.3,5,2.7,4.0
8768,Maruti,Alto,5,30000.0,Individual,Petrol,Manual,23.95,998,67.05,5,3.0,4.112027027027027
8769,Hyundai,Creta,2,40000.0,Individual,Diesel,Manual,20.5,1582,126.2,5,15.0,15.52
8770,Hyundai,Grand,4,29000.0,Individual,Petrol,Manual,18.9,1197,81.86,5,4.85,6.92
8771,Maruti,Ciaz,2,40000.0,Dealer,Petrol,Manual,20.73,1373,91.1,5,8.25,11.285
8772,Toyota,Innova,6,950000.0,Dealer,Diesel,Manual,12.99,2494,100.6,7,9.5,24.861428571428572
8773,Maruti,Vitara,5,54287.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,6.6,10.815
8774,Maruti,Eeco,2,40000.0,Individual,CNG,Manual,21.94,1196,61.7,5,4.0,5.64
8775,Maruti,Celerio,4,19000.0,Individual,Petrol,Manual,23.1,998,67.04,5,4.1,5.775
8776,Toyota,Innova,4,30000.0,Individual,Diesel,Manual,13.68,2393,147.8,7,19.5,24.861428571428572
8777,Hyundai,i20,6,70000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,4.44,10.35
8778,Maruti,Wagon R,5,68000.0,Dealer,CNG,Manual,26.2,998,58.2,5,3.2,6.19
8779,Maruti,Ciaz,3,10000.0,Individual,Petrol,Manual,20.73,1373,91.1,5,7.8,11.285
8780,Hyundai,Verna,1,5000.0,Individual,Petrol,Manual,17.7,1497,113.42,5,8.16,13.875
8782,Maruti,Swift Dzire,6,50000.0,Dealer,Petrol,Manual,20.85,1197,83.14,5,4.5,8.39
8783,Kia,Seltos,2,6076.0,Dealer,Petrol,Manual,16.8,1497,113.4,5,11.49,16.10222222222222
8784,Honda,City,2,15000.0,Individual,Diesel,Manual,25.6,1498,97.9,5,10.5,15.195
8785,Ford,Ecosport,7,80900.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,4.75,11.6
8786,Toyota,Innova,7,15000.0,Individual,Diesel,Manual,12.99,2494,100.6,7,9.25,24.861428571428572
8787,Tata,Hexa,2,40000.0,Individual,Diesel,Manual,17.6,2179,153.86,7,15.25,14.1
8788,Tata,Tiago,5,29035.0,Dealer,Petrol,Manual,23.84,1199,84.0,5,3.75,6.773722222222222
8789,Tata,Safari,6,150000.0,Dealer,Diesel,Manual,14.1,2179,148.0,7,6.5,18.13
8790,Maruti,Baleno,3,20000.0,Dealer,Petrol,Manual,21.01,1197,81.8,5,5.7,8.335
8791,Tata,Safari,11,61000.0,Dealer,Diesel,Manual,13.93,2179,138.0,7,1.95,18.13
8793,Maruti,Alto,6,49163.0,Dealer,Petrol,Manual,22.74,796,47.3,5,2.85,3.975
8794,Tata,Nexon,3,21000.0,Individual,Diesel,Manual,21.5,1497,108.5,5,9.0,12.14
8795,Honda,WR-V,2,13500.0,Individual,Petrol,Manual,17.5,1199,88.7,5,7.75,10.43
8796,Mahindra,Bolero,1,2500.0,Individual,Diesel,Manual,15.96,2523,63.0,9,8.0,9.77591503267974
8797,Maruti,Alto,13,60000.0,Individual,Petrol,Manual,19.7,796,46.3,5,0.97,4.112027027027027
8798,Maruti,Alto,3,10000.0,Individual,Petrol,Manual,23.95,998,67.05,5,3.2,4.112027027027027
8799,Maruti,Swift,3,40000.0,Individual,Petrol,Manual,22.0,1197,81.8,5,5.15,7.65
8800,Volkswagen,Polo,5,19000.0,Dealer,Petrol,Manual,16.2,1199,74.0,5,4.2,9.565
8801,Ford,Ecosport,3,30000.0,Individual,Diesel,Manual,23.0,1498,98.96,5,9.5,12.04
8802,Volkswagen,Polo,6,28500.0,Dealer,Diesel,Manual,20.14,1498,88.7,5,4.35,9.283830409356725
8803,Maruti,Baleno,3,14000.0,Dealer,Diesel,Manual,27.39,1248,74.0,5,7.3,8.69356846473029
8804,Hyundai,Verna,6,34105.0,Dealer,Diesel,Manual,23.9,1582,126.2,5,5.49,14.44
8805,Maruti,Wagon R,9,60000.0,Individual,Petrol,Manual,18.9,998,67.1,5,2.35,6.02
8807,Datsun,RediGO,4,27500.0,Individual,Petrol,Manual,22.7,799,53.64,5,2.06,4.51
8808,Datsun,GO,6,36000.0,Dealer,Petrol,Manual,19.02,1198,67.05,7,2.9,6.291818181818182
8809,Maruti,Wagon R,18,150000.0,Individual,Petrol,Manual,18.9,998,67.1,5,0.65,6.185586145648313
8810,Mahindra,Scorpio,9,120000.0,Individual,Diesel,Automatic,11.79,2179,120.0,8,6.0,17.49
8811,Toyota,Innova,9,120000.0,Individual,Diesel,Manual,12.99,2494,100.6,8,8.0,24.861428571428572
8812,Hyundai,Grand,7,32000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,3.93,7.071195054945055
8813,Volkswagen,Polo,5,9700.0,Dealer,Diesel,Manual,20.14,1498,88.0,5,4.5,9.283830409356725
8814,Toyota,Innova,9,165000.0,Individual,Diesel,Manual,12.8,2494,102.0,7,8.5,24.861428571428572
8816,Toyota,Innova,8,98000.0,Individual,Diesel,Manual,12.8,2494,102.0,8,10.0,24.861428571428572
8817,Maruti,Wagon R,4,3192.0,Dealer,Petrol,Manual,20.51,998,67.04,5,4.15,6.185586145648313
8818,Hyundai,Verna,2,15000.0,Individual,Petrol,Automatic,17.0,1591,121.3,5,12.5,13.275
8819,Honda,Jazz,5,17012.0,Dealer,Petrol,Automatic,19.0,1199,88.7,5,5.4,10.077314814814814
8820,Maruti,Swift Dzire,8,60000.0,Individual,Petrol,Manual,19.1,1197,85.8,5,3.19,8.39
8821,Hyundai,i10,7,17800.0,Individual,Petrol,Manual,19.81,1086,68.05,5,3.25,7.138266666666667
8822,Renault,Duster,9,70000.0,Individual,Diesel,Manual,19.01,1461,108.45,5,4.0,14.16888888888889
8823,Honda,Jazz,4,26000.0,Dealer,Petrol,Manual,18.7,1199,88.7,5,6.35,10.05
8824,Renault,KWID,5,30000.0,Individual,Petrol,Manual,25.17,799,53.3,5,2.25,5.005
8825,Honda,Jazz,5,100000.0,Individual,Diesel,Manual,27.3,1498,98.6,5,5.0,10.077314814814814
8826,Honda,Jazz,5,16000.0,Dealer,Diesel,Manual,27.3,1498,98.6,5,7.25,10.077314814814814
8827,Volkswagen,Polo,7,85000.0,Individual,Petrol,Manual,16.47,1198,74.0,5,2.9,8.95
8828,Maruti,Celerio,7,43500.0,Dealer,Petrol,Manual,23.1,998,67.04,5,3.19,5.983255208333333
8829,Maruti,Swift,1,1332.0,Dealer,Petrol,Manual,21.21,1197,81.8,5,6.25,7.52
8830,Maruti,Swift,8,55204.0,Dealer,Diesel,Manual,22.9,1248,74.0,5,4.75,7.746715686274511
8831,Hyundai,i20,10,50000.0,Individual,Diesel,Manual,23.0,1396,90.0,5,3.5,10.535
8832,Hyundai,Verna,2,24500.0,Individual,Diesel,Manual,24.0,1396,88.76,5,10.0,14.95
8833,Honda,Amaze,5,48649.0,Dealer,Diesel,Manual,25.8,1498,98.6,5,5.0,9.339840255591055
8834,Maruti,Wagon R,2,15000.0,Individual,Petrol,Manual,20.51,998,67.04,5,4.2,6.135
8835,Mahindra,XUV500,8,40000.0,Individual,Diesel,Manual,15.1,2179,140.0,7,8.5,19.54
8836,Tata,Nexon,2,40000.0,Individual,Diesel,Manual,21.5,1497,108.5,5,9.0,12.14
8837,Maruti,Alto,9,11500.0,Individual,Petrol,Manual,20.92,998,67.1,5,2.1,4.112027027027027
8838,Mahindra,XUV500,5,70000.0,Individual,Diesel,Automatic,16.0,2179,140.0,7,10.3,19.51
8839,Maruti,Eeco,9,56000.0,Dealer,Petrol,Manual,15.37,1196,73.0,7,1.75,4.695
8840,Maruti,Swift,6,70000.0,Individual,Diesel,Manual,25.2,1248,74.0,5,4.25,7.746715686274511
8841,Ford,Figo,5,35000.0,Dealer,Petrol,Manual,18.16,1196,86.8,5,5.0,8.737458333333333
8842,Mahindra,XUV500,4,60000.0,Dealer,Diesel,Automatic,16.0,2179,140.0,7,12.5,19.135
8843,Maruti,Ciaz,6,65000.0,Individual,Diesel,Manual,28.09,1248,88.5,5,4.75,11.595719424460432
8844,Maruti,Swift Dzire,3,140000.0,Individual,Diesel,Manual,23.4,1248,74.0,5,5.5,8.329472891566265
8845,Renault,KWID,2,7000.0,Individual,Petrol,Automatic,24.04,999,67.0,5,4.9,4.815
8847,Honda,City,16,90000.0,Individual,Petrol,Manual,13.0,1343,90.0,5,1.25,15.192078825347759
8848,Maruti,Swift,14,70000.0,Individual,Diesel,Manual,17.8,1248,75.0,5,1.2,7.746715686274511
8849,Hyundai,Grand,5,34000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.1,6.93
8850,Tata,Safari,3,60000.0,Individual,Diesel,Manual,14.1,2179,147.94,7,11.0,18.13
8851,Volkswagen,Vento,5,29432.0,Dealer,Diesel,Manual,22.27,1498,108.6,5,4.49,13.294659090909091
8852,Honda,Jazz,5,49000.0,Dealer,Petrol,Manual,16.6,1199,88.51,5,4.99,9.645
8853,Maruti,Swift Dzire,3,15000.0,Individual,Petrol,Automatic,21.21,1197,81.8,5,6.8,8.39
8854,Hyundai,Verna,14,120000.0,Individual,Diesel,Manual,16.8,1493,110.0,5,1.2,14.95
8855,Maruti,Swift Dzire,8,60500.0,Individual,Diesel,Manual,23.4,1248,74.0,5,4.5,8.329472891566265
8856,Maruti,Ignis,3,15000.0,Individual,Petrol,Manual,20.89,1197,81.8,5,5.5,7.055
8857,Maruti,Vitara,4,90000.0,Individual,Diesel,Manual,24.3,1248,88.5,5,7.5,10.815
8858,Ford,Freestyle,3,50000.0,Individual,Diesel,Manual,24.4,1498,98.63,5,7.3,9.61
8859,Maruti,Eeco,6,70000.0,Individual,Petrol,Manual,15.37,1196,73.0,5,2.5,4.695
8860,Mahindra,Bolero,7,225000.0,Individual,Diesel,Manual,15.96,2523,63.0,9,3.8,9.69
8861,Volkswagen,Polo,8,35000.0,Individual,Petrol,Manual,16.47,1198,73.9,5,3.35,8.65
8862,Toyota,Innova,10,180000.0,Individual,Diesel,Manual,12.8,2494,102.0,7,6.6,24.861428571428572
8863,Hyundai,Grand,1,5600.0,Individual,Petrol,Manual,18.9,1197,81.86,5,5.8,7.071195054945055
8864,Tata,Nexon,3,50000.0,Individual,Diesel,Automatic,21.5,1497,108.5,5,10.2,12.56
8865,Hyundai,i20,6,23114.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.25,10.065
8866,Honda,City,14,75075.0,Dealer,Petrol,Manual,17.7,1497,78.0,5,2.0,14.275
8867,Datsun,GO,1,15000.0,Individual,Petrol,Manual,19.02,1198,67.05,5,5.6,6.04
8868,Hyundai,Grand,7,50000.0,Dealer,Diesel,Manual,24.0,1120,70.0,5,3.5,7.071195054945055
8869,Honda,Jazz,9,46967.0,Dealer,Petrol,Manual,16.7,1198,88.8,5,2.59,9.645
8870,Tata,Safari,10,40000.0,Individual,Diesel,Manual,13.93,2179,138.0,7,4.5,18.13
8871,Renault,Duster,7,50000.0,Dealer,Diesel,Manual,20.45,1461,83.8,5,4.95,14.16888888888889
8872,Hyundai,Verna,9,40000.0,Individual,Petrol,Manual,17.1,1591,121.3,5,3.89,12.85
8873,Hyundai,Grand,7,15000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,5.0,7.19
8874,Ford,Ecosport,4,14636.0,Dealer,Petrol,Manual,15.9,1496,120.69,5,7.25,10.96
8876,Mahindra,KUV100,3,20000.0,Individual,Petrol,Manual,18.15,1198,82.0,6,3.8,7.585
8877,Toyota,Innova,9,250000.0,Individual,Petrol,Manual,12.4,1998,132.0,8,8.0,24.861428571428572
8878,Hyundai,i10,12,50000.0,Dealer,Petrol,Manual,19.81,1086,68.05,5,1.91,7.138266666666667
8879,Maruti,Swift Dzire,8,70000.0,Dealer,Diesel,Manual,23.4,1248,74.0,5,3.4,8.329472891566265
8880,Hyundai,i20,10,38225.0,Dealer,Petrol,Manual,18.5,1197,80.0,5,2.4,10.065
8881,Volkswagen,Polo,4,18000.0,Dealer,Petrol,Automatic,17.21,1197,103.5,5,8.3,9.283830409356725
8882,Maruti,Vitara,3,40000.0,Individual,Diesel,Manual,24.3,1248,88.5,5,7.35,10.815
8883,Maruti,Eeco,3,20000.0,Individual,Petrol,Manual,15.37,1196,73.0,5,4.0,4.76
8884,Honda,City,6,56210.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,8.75,15.89
8885,Datsun,GO,6,45000.0,Individual,Petrol,Manual,19.44,1198,67.0,7,2.75,6.43
8886,Maruti,Swift,5,65000.0,Dealer,Diesel,Manual,22.9,1248,74.0,5,3.99,7.746715686274511
8887,Hyundai,i20,2,25000.0,Individual,Petrol,Manual,18.6,1197,81.86,5,6.6,10.4
8888,Honda,City,14,44621.0,Dealer,Petrol,Manual,13.0,1343,90.0,5,3.0,15.535
8889,Honda,Jazz,3,44503.0,Dealer,Petrol,Manual,18.7,1199,88.7,5,6.0,10.05
8890,Maruti,Wagon R,4,60000.0,Individual,CNG,Manual,26.6,998,58.16,5,3.2,6.19
8891,Honda,Amaze,6,59000.0,Dealer,Petrol,Manual,18.0,1198,86.7,5,3.99,8.36
8892,Maruti,Ignis,3,16000.0,Individual,Petrol,Automatic,20.89,1197,81.8,5,5.0,7.055
8893,Maruti,Celerio,6,11668.0,Individual,Petrol,Manual,23.1,998,67.04,5,3.25,5.675
8894,Mahindra,Thar,2,23000.0,Individual,Diesel,Manual,16.55,2498,105.0,6,10.0,15.45
8895,Maruti,Baleno,6,29000.0,Dealer,Diesel,Manual,27.39,1248,74.0,5,5.5,8.69356846473029
8896,Tata,Safari,11,120000.0,Individual,Diesel,Manual,11.57,2179,138.1,7,2.0,18.13
8897,Hyundai,Creta,3,105692.0,Dealer,Diesel,Manual,19.67,1582,126.2,5,13.5,16.0
8898,Honda,Civic,14,60000.0,Individual,Petrol,Manual,13.5,1799,130.0,5,2.0,21.95
8899,Maruti,Celerio,4,40000.0,Individual,Petrol,Automatic,23.1,998,67.04,5,4.2,5.69
8900,Maruti,Vitara,4,100000.0,Individual,Diesel,Manual,24.3,1248,88.5,5,7.6,10.815
8901,Maruti,Ertiga,8,44500.0,Dealer,Petrol,Manual,19.01,1462,103.26,7,4.7,10.11
8902,Maruti,Swift,6,62500.0,Individual,Diesel,Manual,25.2,1248,74.0,5,4.6,7.746715686274511
8903,Ford,Ecosport,3,54400.0,Dealer,Diesel,Manual,21.7,1498,98.96,5,8.7,12.04
8904,Toyota,Innova,11,48000.0,Dealer,Diesel,Manual,12.8,2494,102.0,8,5.25,24.861428571428572
8905,Maruti,Swift Dzire,2,7000.0,Dealer,Diesel,Manual,28.4,1248,74.02,5,8.9,8.329472891566265
8907,Mahindra,XUV500,6,40000.0,Individual,Diesel,Manual,15.1,2179,140.0,7,7.0,18.645
8908,Maruti,Swift Dzire,3,100000.0,Individual,Diesel,Manual,28.4,1248,74.02,5,9.0,8.329472891566265
8909,Maruti,Swift Dzire,8,70000.0,Individual,Petrol,Manual,19.1,1197,85.8,5,3.5,8.25
8910,Renault,Triber,2,23000.0,Individual,Petrol,Manual,20.0,999,72.0,7,5.5,7.415
8911,Maruti,Alto,11,72000.0,Individual,CNG,Manual,26.83,796,38.4,5,1.25,4.112027027027027
8912,Skoda,Rapid,9,80000.0,Individual,Diesel,Manual,20.5,1598,103.5,5,4.0,12.28091836734694
8913,Maruti,Baleno,2,6500.0,Individual,Petrol,Manual,21.1,998,100.5,5,7.3,8.69356846473029
8914,Hyundai,i10,7,36976.0,Dealer,Petrol,Manual,19.81,1086,68.05,5,2.59,7.138266666666667
8915,Renault,KWID,5,10000.0,Individual,Petrol,Manual,25.17,799,53.3,5,2.2,4.755
8917,Hyundai,Grand,7,50000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,4.0,7.19
8918,Honda,City,7,85000.0,Individual,Diesel,Manual,26.0,1498,98.6,5,5.2,15.21
8919,Renault,KWID,5,27000.0,Dealer,Petrol,Manual,25.17,799,53.3,5,3.5,5.23
8920,Tata,Tiago,3,27120.0,Dealer,Petrol,Manual,23.84,1199,84.0,5,4.6,6.773722222222222
8921,Maruti,Swift,3,37000.0,Dealer,Diesel,Automatic,28.4,1248,74.0,5,7.75,7.746715686274511
8922,Mahindra,XUV500,4,25000.0,Dealer,Diesel,Manual,16.0,2179,140.0,7,11.5,20.01618556701031
8923,Maruti,Swift Dzire,3,50000.0,Individual,Diesel,Manual,28.4,1248,74.02,5,6.0,8.329472891566265
8924,Honda,City,5,122000.0,Individual,Diesel,Manual,26.0,1498,98.6,5,8.0,15.745
8925,Mahindra,Bolero,3,32525.0,Dealer,Diesel,Manual,16.5,1493,70.0,7,7.65,9.77591503267974
8926,Maruti,Swift Dzire,3,20000.0,Individual,Diesel,Manual,28.4,1248,74.02,5,7.1,8.329472891566265
8927,Ford,Figo,9,62230.0,Dealer,Diesel,Manual,20.0,1399,68.05,5,3.25,9.0
8928,Maruti,Alto,12,68000.0,Individual,Petrol,Manual,19.7,796,46.3,5,1.3,4.112027027027027
8929,Maruti,Alto,13,35000.0,Individual,Petrol,Manual,19.7,796,46.3,5,1.4,4.112027027027027
8930,Honda,City,8,38000.0,Dealer,Petrol,Manual,16.8,1497,116.3,5,4.5,14.275
8931,Hyundai,i10,9,45160.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.5,7.138266666666667
8932,Honda,City,7,35000.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,5.11,15.21
8933,Hyundai,i10,8,61500.0,Dealer,Petrol,Automatic,16.95,1197,78.9,5,3.7,7.138266666666667
8934,Mahindra,Bolero,3,45000.0,Individual,Diesel,Manual,16.5,1493,70.0,7,6.2,9.77591503267974
8935,Maruti,Swift,6,50000.0,Individual,Diesel,Manual,25.2,1248,74.0,5,5.5,7.746715686274511
8936,Honda,Amaze,2,47001.0,Dealer,Diesel,Manual,25.8,1498,98.6,5,5.49,9.775
8937,Ford,Figo,11,80000.0,Individual,Diesel,Manual,20.0,1399,68.0,5,2.1,9.18
8938,Ford,Figo,7,88000.0,Individual,Diesel,Manual,20.0,1399,68.05,5,2.4,9.0
8939,Datsun,RediGO,3,14001.0,Dealer,Petrol,Automatic,23.0,999,67.0,5,3.49,4.51
8940,Hyundai,Grand,6,69000.0,Dealer,Petrol,Automatic,18.9,1197,82.0,5,4.75,7.19
8941,Hyundai,Santro,13,70000.0,Dealer,Petrol,Manual,17.92,1086,62.1,5,1.5,6.399390243902439
8942,Toyota,Innova,2,50000.0,Individual,Diesel,Manual,13.68,2393,147.8,8,15.26,23.73
8943,Maruti,Swift Dzire,4,70000.0,Individual,Diesel,Manual,28.4,1248,74.02,5,6.48,8.329472891566265
8944,Honda,City,5,80000.0,Individual,Petrol,Manual,17.8,1497,117.3,5,7.85,14.77
8945,Maruti,Swift,6,25000.0,Individual,Petrol,Manual,20.4,1197,81.8,5,4.6,7.515
8946,Renault,KWID,3,25000.0,Dealer,Petrol,Automatic,24.04,999,67.0,5,3.7,5.005
8947,Ford,Ecosport,6,142000.0,Dealer,Diesel,Manual,21.7,1498,98.96,5,5.25,11.53
8948,Volkswagen,Vento,2,10000.0,Dealer,Petrol,Automatic,18.19,1197,103.2,5,11.5,13.294659090909091
8949,Maruti,Eeco,2,15000.0,Individual,Petrol,Manual,15.37,1196,73.0,5,3.22,4.755
8950,Skoda,Rapid,7,20000.0,Individual,Petrol,Manual,15.0,1598,103.6,5,4.5,11.66
8951,Maruti,Swift Dzire,5,40000.0,Individual,Petrol,Manual,20.85,1197,83.14,5,5.0,8.39
8952,Hyundai,i20,3,25000.0,Individual,Petrol,Manual,18.6,1197,81.86,5,5.35,10.35
8953,Honda,City,10,17000.0,Individual,Petrol,Automatic,16.8,1497,118.0,5,4.0,14.275
8954,Hyundai,i20,3,1493.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,6.99,10.065
8955,Hyundai,i10,5,48000.0,Dealer,Petrol,Manual,19.81,1086,68.05,5,3.99,7.138266666666667
8956,Hyundai,i20,4,30000.0,Dealer,Petrol,Manual,17.0,1197,80.0,5,5.35,10.810042134831459
8957,Maruti,Alto,6,48000.0,Dealer,Petrol,Manual,22.74,796,47.3,5,2.15,3.975
8958,Mahindra,Thar,6,58376.0,Dealer,Diesel,Manual,16.55,2498,105.0,7,7.0,15.795
8959,Honda,City,2,21000.0,Dealer,Petrol,Manual,17.8,1497,117.3,5,10.25,14.275
8960,Mahindra,Bolero,9,68000.0,Dealer,Diesel,Manual,13.6,2523,63.0,7,4.45,9.595
8961,Kia,Seltos,2,5000.0,Individual,Petrol,Manual,16.1,1353,138.0,5,15.6,15.545
8962,Hyundai,Elantra,3,13000.0,Individual,Petrol,Automatic,14.62,1999,149.92,5,15.75,21.17
8963,Mahindra,Scorpio,4,51000.0,Individual,Diesel,Manual,15.4,1997,120.0,7,12.0,16.725
8964,Hyundai,i20,12,71000.0,Dealer,Petrol,Manual,20.35,1197,81.86,5,2.35,10.810042134831459
8965,Honda,City,4,55000.0,Dealer,Petrol,Manual,17.8,1497,117.3,5,5.75,14.275
8966,Ford,Freestyle,2,10000.0,Individual,Diesel,Manual,24.4,1498,98.63,5,8.0,9.895
8967,Maruti,Ertiga,4,60000.0,Individual,Diesel,Manual,24.52,1248,88.5,7,8.0,10.38372
8968,Toyota,Innova,6,165000.0,Individual,Diesel,Manual,12.99,2494,100.6,7,8.3,24.861428571428572
8969,Hyundai,i20,8,35000.0,Dealer,Petrol,Manual,17.0,1197,80.0,5,3.25,10.810042134831459
8970,Maruti,Vitara,5,64000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,7.25,10.815
